geo_value,signal,time_value,issue,lag,missing_value,missing_stderr,missing_sample_size,value,stderr,sample_size,geo_type,data_source
Wisconsin,confirmed_incidence_prop,2021-07-29,2021-07-30,1,0,0,0,17.0591266,,,state,jhu-csse
West Virginia,confirmed_incidence_prop,2021-07-29,2021-07-30,1,0,0,0,14.2874192,,,state,jhu-csse
Wyoming,confirmed_incidence_prop,2021-07-29,2021-07-30,1,0,0,0,57.0125428,,,state,jhu-csse
Alaska,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,77.6116099,,,state,jhu-csse
Alabama,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,0.0,,,state,jhu-csse
Arkansas,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,83.9459341,,,state,jhu-csse
,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,0.0,,,state,jhu-csse
Arizona,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,26.4774805,,,state,jhu-csse
California,confirmed_incidence_prop,2021-07-30,2021-11-07,100,0,5,5,11.8878041,,,state,jhu-csse
Colorado,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,20.2316951,,,state,jhu-csse
Connecticut,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,13.8037439,,,state,jhu-csse
District of Columbia,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,9.6799174,,,state,jhu-csse
Delaware,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,14.795163,,,state,jhu-csse
Florida,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,509.4667578,,,state,jhu-csse
Georgia,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,33.6507402,,,state,jhu-csse
,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,7.530215,,,state,jhu-csse
Hawaii,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,44.2073452,,,state,jhu-csse
Iowa,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,0.0,,,state,jhu-csse
Idaho,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,28.9559492,,,state,jhu-csse
Illinois,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,18.6533816,,,state,jhu-csse
Indiana,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,21.0808277,,,state,jhu-csse
Kansas,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,65.4813895,,,state,jhu-csse
Kentucky,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,35.6915438,,,state,jhu-csse
Louisiana,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,114.3732248,,,state,jhu-csse
Massachusetts,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,13.5053312,,,state,jhu-csse
Maryland,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,8.685885,,,state,jhu-csse
Maine,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,8.2213635,,,state,jhu-csse
Michigan,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,26.8397656,,,state,jhu-csse
Minnesota,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,12.3733018,,,state,jhu-csse
Missouri,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,64.3252723,,,state,jhu-csse
,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,0.0,,,state,jhu-csse
Mississippi,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,55.3797948,,,state,jhu-csse
Montana,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,20.6371226,,,state,jhu-csse
North Carolina,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,30.1769023,,,state,jhu-csse
North Dakota,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,10.9759587,,,state,jhu-csse
Nebraska,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,18.7865926,,,state,jhu-csse
New Hampshire,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,7.5387459,,,state,jhu-csse
New Jersey,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,12.5979876,,,state,jhu-csse
New Mexico,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,15.7146187,,,state,jhu-csse
Nevada,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,41.7428899,,,state,jhu-csse
New York,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,13.3269372,,,state,jhu-csse
Ohio,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,10.1169764,,,state,jhu-csse
Oklahoma,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,44.6394591,,,state,jhu-csse
Oregon,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,25.1325767,,,state,jhu-csse
Pennsylvania,confirmed_incidence_prop,2021-07-30,2021-11-16,109,0,5,5,8.2295165,,,state,jhu-csse
Puerto Rico Commonwealth,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,4.6467078,,,state,jhu-csse
Rhode Island,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,17.5948918,,,state,jhu-csse
South Carolina,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,42.8513388,,,state,jhu-csse
South Dakota,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,0.0,,,state,jhu-csse
Tennessee,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,32.2789833,,,state,jhu-csse
Texas,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,46.7120077,,,state,jhu-csse
Utah,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,37.2629258,,,state,jhu-csse
Virginia,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,13.7127217,,,state,jhu-csse
,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,86.4621023,,,state,jhu-csse
Vermont,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,9.4650331,,,state,jhu-csse
Washington,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,9.2804264,,,state,jhu-csse
Wisconsin,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,20.3166483,,,state,jhu-csse
West Virginia,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,15.0157974,,,state,jhu-csse
Wyoming,confirmed_incidence_prop,2021-07-30,2021-07-31,1,0,0,0,29.5366185,,,state,jhu-csse
Alaska,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
Alabama,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,165.4769287,,,state,jhu-csse
Arkansas,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,44.1838073,,,state,jhu-csse
,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
Arizona,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,27.8384095,,,state,jhu-csse
California,confirmed_incidence_prop,2021-07-31,2021-11-07,99,0,5,5,9.0199984,,,state,jhu-csse
Colorado,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
Connecticut,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
District of Columbia,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
Delaware,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,13.3764487,,,state,jhu-csse
Florida,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
Georgia,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
Hawaii,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,34.4703576,,,state,jhu-csse
Iowa,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
Idaho,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
Illinois,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
Indiana,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
Kansas,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
Kentucky,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
Louisiana,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
Massachusetts,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
Maryland,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,9.6931835,,,state,jhu-csse
Maine,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,6.7400368,,,state,jhu-csse
Michigan,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
Minnesota,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
Missouri,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,44.6229144,,,state,jhu-csse
,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
Mississippi,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
Montana,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
North Carolina,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
North Dakota,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,9.669297,,,state,jhu-csse
Nebraska,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
New Hampshire,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
New Jersey,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,13.3072577,,,state,jhu-csse
New Mexico,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
Nevada,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
New York,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,15.8868262,,,state,jhu-csse
Ohio,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,12.5628388,,,state,jhu-csse
Oklahoma,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
Oregon,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
Pennsylvania,confirmed_incidence_prop,2021-07-31,2021-11-16,108,0,5,5,9.2934084,,,state,jhu-csse
Puerto Rico Commonwealth,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,35.293492,,,state,jhu-csse
Rhode Island,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
South Carolina,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
South Dakota,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
Tennessee,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
Texas,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,17.703902,,,state,jhu-csse
Utah,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
Virginia,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,21.6155256,,,state,jhu-csse
Vermont,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
Washington,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
Wisconsin,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
West Virginia,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
Wyoming,confirmed_incidence_prop,2021-07-31,2021-08-01,1,0,0,0,0.0,,,state,jhu-csse
Alaska,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
Alabama,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,36.5333396,,,state,jhu-csse
Arkansas,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,65.4672693,,,state,jhu-csse
,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
Arizona,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,31.0723002,,,state,jhu-csse
California,confirmed_incidence_prop,2021-08-01,2021-11-07,98,0,5,5,61.6997355,,,state,jhu-csse
Colorado,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
Connecticut,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
District of Columbia,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
Delaware,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,15.8085303,,,state,jhu-csse
Florida,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
Georgia,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
Hawaii,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,32.1249518,,,state,jhu-csse
Iowa,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
Idaho,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
Illinois,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
Indiana,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
Kansas,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
Kentucky,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
Louisiana,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
Massachusetts,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
Maryland,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,9.0326599,,,state,jhu-csse
Maine,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
Michigan,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
Minnesota,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
Missouri,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,31.2929363,,,state,jhu-csse
,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
Mississippi,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
Montana,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
North Carolina,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
North Dakota,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,3.9199853,,,state,jhu-csse
Nebraska,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
New Hampshire,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
New Jersey,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,10.4476609,,,state,jhu-csse
New Mexico,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
Nevada,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
New York,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,13.3114228,,,state,jhu-csse
Ohio,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,7.3290353,,,state,jhu-csse
Oklahoma,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
Oregon,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
Pennsylvania,confirmed_incidence_prop,2021-08-01,2021-11-16,107,0,5,5,7.7836207,,,state,jhu-csse
Puerto Rico Commonwealth,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,19.9835297,,,state,jhu-csse
Rhode Island,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
South Carolina,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
South Dakota,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
Tennessee,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
Texas,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,11.3995691,,,state,jhu-csse
Utah,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
Virginia,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
Vermont,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
Washington,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
Wisconsin,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
West Virginia,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
Wyoming,confirmed_incidence_prop,2021-08-01,2021-08-02,1,0,0,0,0.0,,,state,jhu-csse
Alaska,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,103.6204917,,,state,jhu-csse
Alabama,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,34.6436841,,,state,jhu-csse
Arkansas,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,27.8499876,,,state,jhu-csse
,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,0.0,,,state,jhu-csse
Arizona,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,24.8740096,,,state,jhu-csse
California,confirmed_incidence_prop,2021-08-02,2021-11-13,103,0,5,5,24.9542281,,,state,jhu-csse
Colorado,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,37.932276,,,state,jhu-csse
Connecticut,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,35.0013466,,,state,jhu-csse
District of Columbia,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,44.8923705,,,state,jhu-csse
Delaware,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,11.9577345,,,state,jhu-csse
Florida,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,0.0,,,state,jhu-csse
Georgia,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,57.3761928,,,state,jhu-csse
,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,14.4329121,,,state,jhu-csse
Hawaii,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,25.9416093,,,state,jhu-csse
Iowa,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,0.0,,,state,jhu-csse
Idaho,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,47.511841,,,state,jhu-csse
Illinois,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,44.5520289,,,state,jhu-csse
Indiana,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,41.4214577,,,state,jhu-csse
Kansas,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,2.6082734,,,state,jhu-csse
Kentucky,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,78.5303303,,,state,jhu-csse
Louisiana,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,239.1224885,,,state,jhu-csse
Massachusetts,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,30.5356844,,,state,jhu-csse
Maryland,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,7.381351,,,state,jhu-csse
Maine,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,0.0,,,state,jhu-csse
Michigan,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,0.0,,,state,jhu-csse
Minnesota,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,11.0299148,,,state,jhu-csse
Missouri,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,19.5235411,,,state,jhu-csse
,confirmed_incidence_prop,2021-08-02,2021-09-02,31,0,0,0,11.1352375,,,state,jhu-csse
Mississippi,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,168.2291881,,,state,jhu-csse
Montana,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,24.8015643,,,state,jhu-csse
North Carolina,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,81.342741,,,state,jhu-csse
North Dakota,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,3.2666544,,,state,jhu-csse
Nebraska,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,0.0,,,state,jhu-csse
New Hampshire,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,24.0800717,,,state,jhu-csse
New Jersey,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,9.8847481,,,state,jhu-csse
New Mexico,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,51.0843799,,,state,jhu-csse
Nevada,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,80.6498125,,,state,jhu-csse
New York,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,12.370211,,,state,jhu-csse
Ohio,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,7.65401,,,state,jhu-csse
Oklahoma,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,140.6004799,,,state,jhu-csse
Oregon,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,48.1904191,,,state,jhu-csse
Pennsylvania,confirmed_incidence_prop,2021-08-02,2021-11-16,106,0,5,5,6.9622336,,,state,jhu-csse
Puerto Rico Commonwealth,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,6.1777041,,,state,jhu-csse
Rhode Island,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,42.6628828,,,state,jhu-csse
South Carolina,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,130.2979663,,,state,jhu-csse
South Dakota,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,0.0,,,state,jhu-csse
Tennessee,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,99.6684398,,,state,jhu-csse
Texas,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,33.0679462,,,state,jhu-csse
Utah,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,69.0487246,,,state,jhu-csse
Virginia,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,41.3826195,,,state,jhu-csse
,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,31.9533856,,,state,jhu-csse
Vermont,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,23.9032192,,,state,jhu-csse
Washington,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,36.458818,,,state,jhu-csse
Wisconsin,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,35.7813037,,,state,jhu-csse
West Virginia,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,37.259348,,,state,jhu-csse
Wyoming,confirmed_incidence_prop,2021-08-02,2021-08-03,1,0,0,0,58.386339,,,state,jhu-csse
Alaska,confirmed_incidence_prop,2021-08-03,2021-08-04,1,0,0,0,39.8433933,,,state,jhu-csse
Alabama,confirmed_incidence_prop,2021-08-03,2021-08-04,1,0,0,0,67.194524,,,state,jhu-csse
Arkansas,confirmed_incidence_prop,2021-08-03,2021-08-04,1,0,0,0,77.3134133,,,state,jhu-csse
,confirmed_incidence_prop,2021-08-03,2021-08-04,1,0,0,0,0.0,,,state,jhu-csse
Arizona,confirmed_incidence_prop,2021-08-03,2021-08-04,1,0,0,0,26.5987514,,,state,jhu-csse
California,confirmed_incidence_prop,2021-08-03,2021-11-13,102,0,5,5,25.7111866,,,state,jhu-csse
Colorado,confirmed_incidence_prop,2021-08-03,2021-08-04,1,0,0,0,17.0634977,,,state,jhu-csse
Connecticut,confirmed_incidence_prop,2021-08-03,2021-08-04,1,0,0,0,16.4183024,,,state,jhu-csse
District of Columbia,confirmed_incidence_prop,2021-08-03,2021-08-04,1,0,0,0,11.50367,,,state,jhu-csse
Delaware,confirmed_incidence_prop,2021-08-03,2021-08-04,1,0,0,0,8.2082754,,,state,jhu-csse
Florida,confirmed_incidence_prop,2021-08-03,2021-08-04,1,0,0,0,0.0,,,state,jhu-csse
Georgia,confirmed_incidence_prop,2021-08-03,2021-08-04,1,0,0,0,85.6581273,,,state,jhu-csse
,confirmed_incidence_prop,2021-08-03,2021-08-04,1,0,0,0,18.1980196,,,state,jhu-csse
Hawaii,confirmed_incidence_prop,2021-08-03,2021-08-04,1,0,0,0,27.647359,,,state,jhu-csse
Iowa,confirmed_incidence_prop,2021-08-03,2021-08-04,1,0,0,0,0.0,,,state,jhu-csse
Idaho,confirmed_incidence_prop,2021-08-03,2021-08-04,1,0,0,0,37.2212579,,,state,jhu-csse
Illinois,confirmed_incidence_prop,2021-08-03,2021-08-04,1,0,0,0,21.3068013,,,state,jhu-csse
Indiana,confirmed_incidence_prop,2021-08-03,2021-08-04,1,0,0,0,23.5234797,,,state,jhu-csse
Kansas,confirmed_incidence_prop,2021-08-03,2021-08-04,1,0,0,0,0.0,,,state,jhu-csse
Kentucky,confirmed_incidence_prop,2021-08-03,2021-08-04,1,0,0,0,39.2204949,,,state,jhu-csse
Louisiana,confirmed_incidence_prop,2021-08-03,2021-08-04,1,0,0,0,102.318076,,,state,jhu-csse
Massachusetts,confirmed_incidence_prop,2021-08-03,2021-08-04,1,0,0,0,15.971396,,,state,jhu-csse
Maryland,confirmed_incidence_prop,2021-08-03,2021-08-04,1,0,0,0,6.0768169,,,state,jhu-csse
Maine,confirmed_incidence_prop,2021-08-03,2021-08-04,1,0,0,0,18.8869163,,,state,jhu-csse
